adult,belongs_to_collection,id,original_language,original_title,release_date,status,title
False,"{'id': 300546, 'name': 'Once were Warriors Collection', 'poster_path': None, 'backdrop_path': None}",527,en,Once Were Warriors,1994-09-02,Released,Once Were Warriors
False,"{'id': 48188, 'name': 'Poison Ivy Collection', 'poster_path': '/wKFflwLibrLXg7U8hcXnzGyziXz.jpg', 'backdrop_path': '/hFktEH1hJsf4kzTnYjJB8rMiJpl.jpg'}",18220,en,Poison Ivy II: Lily,1996-01-16,Released,Poison Ivy II: Lily
False,,6950,en,Outbreak,1995-03-10,Released,Outbreak
False,,101,fr,Léon,1994-09-14,Released,Leon: The Professional
False,,63020,en,The Perez Family,1995-05-12,Released,The Perez Family
False,,2307,en,A Pyromaniac's Love Story,1995-04-28,Released,A Pyromaniac's Love Story
False,,680,en,Pulp Fiction,1994-09-10,Released,Pulp Fiction
False,,41478,en,Panther,1995-11-10,Released,Panther
False,,25296,zh,Pushing Hands,1992-02-01,Released,Pushing Hands
False,,40156,en,Priest,1994-01-01,Released,Priest
False,,11450,en,Quiz Show,1994-09-16,Released,Quiz Show
False,,30304,en,Picture Bride,1995-05-05,Released,Picture Bride
False,,10452,fr,La Reine Margot,1994-05-13,Released,Queen Margot
False,,12106,en,The Quick and the Dead,1995-02-09,Released,The Quick and the Dead
False,,161495,sv,Roommates,1995-03-01,Released,Roommates
False,,3586,en,Prêt-à-Porter,1994-12-23,Released,Prêt-à-Porter
False,"{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'}",110,fr,Trois couleurs : Rouge,1994-05-27,Released,Three Colors: Red
False,"{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'}",108,fr,Trois couleurs : Bleu,1993-01-10,Released,Three Colors: Blue
False,"{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'}",109,fr,Trois couleurs : Blanc,1994-01-26,Released,Three Colors: White
False,,159185,zh,Pao Da Shuang Deng,1994-10-14,Released,"Red Firecracker, Green Firecracker"
False,,36357,en,Rent-a-Kid,1995-01-01,Released,Rent-a-Kid
False,,92769,en,Relative Fear,1995-10-03,Released,Relative Fear
False,,28033,en,Stuart Saves His Family,1995-04-12,Released,Stuart Saves His Family
False,"{'id': 144200, 'name': 'Swan Princess Series', 'poster_path': '/3qBPAUFUMOOT9KqUEYXWAKy93Ge.jpg', 'backdrop_path': '/wxKt5KHvMYUSLHvyPf2xj64y3dJ.jpg'}",22586,en,The Swan Princess,1994-11-18,Released,The Swan Princess
False,,14334,en,The Secret of Roan Inish,1994-01-01,Released,The Secret of Roan Inish
False,,2636,en,The Specialist,1994-10-07,Released,The Specialist
False,,2164,en,Stargate,1994-10-27,Released,Stargate
False,"{'id': 53159, 'name': 'The Santa Clause Collection', 'poster_path': '/1h8iA6i2DpPhsHC65nUB2voVnm5.jpg', 'backdrop_path': '/jQiwVHJN1rsS4DqhF7hlYZTYCH.jpg'}",11395,en,The Santa Clause,1994-11-10,Released,The Santa Clause
False,,278,en,The Shawshank Redemption,1994-09-23,Released,The Shawshank Redemption
False,,9905,en,Shallow Grave,1994-12-22,Released,Shallow Grave
False,,87078,en,Suture,1993-09-14,Released,Suture
False,,12527,es,Fresa y chocolate,1993-01-01,Released,Strawberry and Chocolate
False,,20306,en,Swimming with Sharks,1994-09-10,Released,Swimming with Sharks
False,,36614,en,The Sum of Us,1994-07-12,Released,The Sum of Us
False,,27993,en,Senior Trip,1995-09-08,Released,Senior Trip
False,,31439,zh,活着,1994-06-30,Released,To Live
False,,9067,en,Tank Girl,1995-03-31,Released,Tank Girl
False,"{'id': 115142, 'name': 'Tales from the Crypt Collection', 'poster_path': '/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg', 'backdrop_path': '/o9Nll2BovcZ9EDmBBMmnHx99wP4.jpg'}",9059,en,Tales from the Crypt: Demon Knight,1995-01-13,Released,Tales from the Crypt: Demon Knight
False,"{'id': 115570, 'name': 'Star Trek: The Next Generation Collection', 'poster_path': '/sddV6vaUC6x37icJS3opIXTXB07.jpg', 'backdrop_path': '/r7MMQenUURHhAVHFymtOb8AX4Bm.jpg'}",193,en,Star Trek: Generations,1994-11-17,Released,Star Trek: Generations
False,,25066,en,Tales from the Hood,1995-05-24,Released,Tales from the Hood
False,,46797,en,Tom & Viv,1994-04-15,Released,Tom & Viv
False,,12122,en,Village of the Damned,1995-04-28,Released,Village of the Damned
False,,11381,en,Tommy Boy,1995-03-31,Released,Tommy Boy
False,,32636,en,Vanya on 42nd Street,1994-09-13,Released,Vanya on 42nd Street
False,,36141,en,The Underneath,1995-04-28,Released,The Underneath
False,,95963,en,The Walking Dead,1995-02-24,Released,The Walking Dead
False,,1587,en,What's Eating Gilbert Grape,1993-12-17,Released,What's Eating Gilbert Grape
False,,9271,en,Virtuosity,1995-08-04,Released,Virtuosity
False,,2064,en,While You Were Sleeping,1995-04-21,Released,While You Were Sleeping
False,,19855,en,The War,1994-11-04,Released,The War
False,,60855,en,Double Happiness,1994-09-07,Released,Double Happiness
False,,236,en,Muriel's Wedding,1994-09-29,Released,Muriel's Wedding
False,,48287,en,The Baby-Sitters Club,1995-08-18,Released,The Baby-Sitters Club
False,"{'id': 3167, 'name': 'Ace Ventura Collection', 'poster_path': '/qCxH543pScFed1CycwJ1nVgrkOc.jpg', 'backdrop_path': '/bswWgdDsLu0fhWMYUzLF8XgiK4h.jpg'}",3049,en,Ace Ventura: Pet Detective,1994-02-04,Released,Ace Ventura: Pet Detective
False,,2759,en,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,Released,"The Adventures of Priscilla, Queen of the Desert"
False,,12635,en,Backbeat,1994-04-01,Released,Backbeat
False,,10497,en,Bitter Moon,1992-09-02,Released,Bitter Moon
False,,11382,en,Bullets Over Broadway,1994-10-14,Released,Bullets Over Broadway
False,"{'id': 192492, 'name': 'The Jack Ryan Collection', 'poster_path': '/uCuiExsQDyJagov5aVAyw38YEm.jpg', 'backdrop_path': '/qYlcVBifq5T4wyWV00a5Awq0kUi.jpg'}",9331,en,Clear and Present Danger,1994-08-03,Released,Clear and Present Danger
False,,10731,en,The Client,1994-07-20,Released,The Client
False,,10464,en,"Corrina, Corrina",1994-08-12,Released,"Corrina, Corrina"
False,,34152,en,Crooklyn,1994-05-13,Released,Crooklyn
False,"{'id': 9436, 'name': 'The Crow Collection', 'poster_path': '/kfU8OZptlBfR5DL9LNGL301Zmlz.jpg', 'backdrop_path': '/6sGKUZfV4g5d2LT4CsG89o0416W.jpg'}",9495,en,The Crow,1994-05-11,Released,The Crow
False,,29973,en,Cobb,1994-12-02,Released,Cobb
False,"{'id': 351684, 'name': 'The Flintstones (Live-Action) Collection', 'poster_path': '/v70Luw2mGhib4s0Osw7Ux8rQgBt.jpg', 'backdrop_path': '/qD0rip0E8EcRcjCPcdu5wUknLZJ.jpg'}",888,en,The Flintstones,1994-05-26,Released,The Flintstones
False,,13,en,Forrest Gump,1994-07-06,Released,Forrest Gump
False,,712,en,Four Weddings and a Funeral,1994-03-09,Released,Four Weddings and a Funeral
False,,16295,en,Higher Learning,1995-01-11,Released,Higher Learning
False,,48992,en,I Like It Like That,1994-10-14,Released,I Like It Like That
False,,10879,en,I Love Trouble,1994-06-29,Released,I Love Trouble
False,,10660,en,It Could Happen to You,1994-07-29,Released,It Could Happen to You
False,,10714,en,The Jungle Book,1994-12-23,Released,The Jungle Book
False,,41647,en,Die Macht der Bilder: Leni Riefenstahl,1993-09-11,Released,"The Wonderful, Horrible Life of Leni Riefenstahl"
False,"{'id': 94032, 'name': 'The Lion King Collection', 'poster_path': '/oG1heUs503GV6xBnFhgyYTGWm05.jpg', 'backdrop_path': '/A9IEaj9cPAwEgFnTmteB70oxgJY.jpg'}",8587,en,The Lion King,1994-06-23,Released,The Lion King
False,,1689,en,Little Buddha,1993-12-01,Released,Little Buddha
False,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRukw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",11596,en,New Nightmare,1994-10-13,Released,New Nightmare
False,"{'id': 43072, 'name': 'The Mask Collection', 'poster_path': '/pl2vNt9XlxITTgm8wCQ2Y6ThkpT.jpg', 'backdrop_path': '/ucDNm5TJW1ji7kIjnX2SZYm7ATM.jpg'}",854,en,The Mask,1994-07-29,Released,The Mask
False,,9359,en,Maverick,1994-05-20,Released,Maverick
False,,23333,en,Mrs. Parker and the Vicious Circle,1994-09-07,Released,Mrs. Parker and the Vicious Circle
False,"{'id': 37139, 'name': 'Naked Gun Collection', 'poster_path': '/qTJ2fbdU2Ru4OGZghQB8MYofkrN.jpg', 'backdrop_path': '/jxSnW02zjKtFnXFK2UzcLH8Ced2.jpg'}",36593,en,The Naked Gun 33⅓: The Final Insult,1994-03-18,Released,The Naked Gun 33⅓: The Final Insult
False,,12280,en,The Paper,1994-03-18,Released,The Paper
False,,2788,en,Reality Bites,1994-02-18,Released,Reality Bites
False,,10427,en,Red Rock West,1993-07-08,Released,Red Rock West
False,"{'id': 167985, 'name': 'Richie Rich Collection', 'poster_path': None, 'backdrop_path': None}",11011,en,Ri¢hie Ri¢h,1994-12-19,Released,Ri¢hie Ri¢h
False,,49803,en,Safe Passage,1994-12-01,Released,Safe Passage
False,,8987,en,The River Wild,1994-09-30,Released,The River Wild
False,"{'id': 43064, 'name': 'Speed Collection', 'poster_path': '/9poztwq7SXjEETRdWXcJsl58kxV.jpg', 'backdrop_path': '/75mSNcKIkfZSjXDgytC8UFe6vBl.jpg'}",1637,en,Speed,1994-06-09,Released,Speed
False,,15128,en,Speechless,1994-12-16,Released,Speechless
False,"{'id': 170452, 'name': 'Timecop Collection', 'poster_path': '/7MzxlFFswI2OB7PifjnyMrrYke5.jpg', 'backdrop_path': '/mIqsp7AFmyTYjJ4N9qv3FhAUz60.jpg'}",8831,en,Timecop,1994-09-15,Released,Timecop
False,,36955,en,True Lies,1994-07-14,Released,True Lies
False,,10449,en,When a Man Loves a Woman,1994-04-29,Released,When a Man Loves a Woman
False,,10395,en,Wolf,1994-06-17,Released,Wolf
False,,12160,en,Wyatt Earp,1994-06-24,Released,Wyatt Earp
False,,40480,en,Bad Company,1995-01-20,Released,Bad Company
False,,52038,en,A Man of No Importance,1994-12-22,Released,A Man of No Importance
False,,29444,en,S.F.W.,1994-09-15,Released,S.F.W.
False,,26352,en,A Low Down Dirty Shame,1994-11-23,Released,A Low Down Dirty Shame
False,,39953,en,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,Released,"Boys Life: Three Stories of Love, Lust, and Liberation"
False,,41580,fr,Le colonel Chabert,1994-01-01,Released,Colonel Chabert
False,,315,en,"Faster, Pussycat! Kill! Kill!",1965-08-06,Released,"Faster, Pussycat! Kill! Kill!"
False,,22067,en,Jason's Lyric,1994-09-28,Released,Jason's Lyric
False,,18242,en,The Secret Adventures of Tom Thumb,1993-12-10,Released,The Secret Adventures of Tom Thumb
False,"{'id': 261203, 'name': 'Street Fighter', 'poster_path': '/srmcIOxfqARcnHmgHLVNzzFM2RV.jpg', 'backdrop_path': '/u5w0uNoQDqUkmErqMsh4RVVOgyy.jpg'}",11667,en,Street Fighter,1994-12-22,Released,Street Fighter
False,,32502,en,Coldblooded,1995-09-15,Released,Coldblooded
False,,267188,en,Desert Winds,1997-12-31,Released,Desert Winds
False,,28732,en,Fall Time,1995-05-13,Released,Fall Time
False,"{'id': 439409, 'name': 'Fear Collection', 'poster_path': None, 'backdrop_path': None}",75555,en,The Fear,1995-01-20,Released,The Fear
False,,42981,en,Frank and Ollie,1995-10-20,Released,Frank and Ollie
False,,278939,en,Girl in the Cadillac,1995-10-24,Released,Girl in the Cadillac
False,,291731,en,Homage,1995-05-03,Released,Homage
False,,226229,en,Mirage,1995-11-21,Released,Mirage
False,,203119,en,Open Season,1996-05-03,Released,Open Season
False,,172923,en,Dos Crímenes,1995-05-26,Released,Dos Crímenes
False,,316098,en,Brother Minister: The Assassination of Malcolm X,1995-03-01,Released,Brother Minister: The Assassination of Malcolm X
False,"{'id': 8050, 'name': 'Highlander Collection', 'poster_path': '/mNIXoyFicGseg9NoG3NHKZolKze.jpg', 'backdrop_path': '/gY5NPUGGJJdaGPlEM6f2pfHNtit.jpg'}",8011,en,Highlander III: The Sorcerer,1994-11-29,Released,Highlander: The Final Dimension
False,,171857,en,Federal Hill,1995-02-24,Released,Federal Hill
False,,2654,en,In the Mouth of Madness,1994-12-12,Released,In the Mouth of Madness
False,,18069,en,8 Seconds,1994-02-25,Released,8 Seconds
False,,19092,en,Above the Rim,1994-03-23,Released,Above the Rim
False,"{'id': 11716, 'name': 'Addams Family Collection', 'poster_path': '/iqAjYCir8x2fc8eeQ2k4qZqOMP1.jpg', 'backdrop_path': '/gS5yZLrSJ6uNbsz17xoxf70X2Ws.jpg'}",2758,en,Addams Family Values,1993-11-19,Released,Addams Family Values
False,,38129,en,Martin Lawrence: You So Crazy,1994-04-27,Released,Martin Lawrence: You So Crazy
False,,10436,en,The Age of Innocence,1993-09-17,Released,The Age of Innocence
False,,13595,en,Airheads,1994-08-05,Released,Airheads
False,,46094,en,The Air Up There,1994-01-07,Released,The Air Up There
False,"{'id': 162028, 'name': 'Stakeout Collection', 'poster_path': '/oGai5vrDh7VkuTfsJjO31OcEXQk.jpg', 'backdrop_path': None}",9409,en,Another Stakeout,1993-07-22,Released,Another Stakeout
False,,11853,en,Bad Girls,1994-04-22,Released,Bad Girls
False,,16771,en,Barcelona,1994-07-29,Released,Barcelona
False,,46924,en,Being Human,1994-05-06,Released,Being Human
False,,11041,en,The Beverly Hillbillies,1993-10-15,Released,The Beverly Hillbillies
False,"{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg', 'backdrop_path': '/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg'}",306,en,Beverly Hills Cop III,1994-05-24,Released,Beverly Hills Cop III
False,,14522,en,Black Beauty,1994-07-29,Released,Black Beauty
False,,26203,en,Blink,1994-01-26,Released,Blink
False,,178,en,Blown Away,1994-07-01,Released,Blown Away
False,,19819,en,Blue Chips,1994-02-18,Released,Blue Chips
False,,57834,en,Blue Sky,1994-09-16,Released,Blue Sky
False,,4722,en,Body Snatchers,1993-06-09,Released,Body Snatchers
False,,18215,en,Boxing Helena,1993-06-18,Released,Boxing Helena
False,,1607,en,A Bronx Tale,1993-09-14,Released,A Bronx Tale
False,,26391,en,Cabin Boy,1994-01-07,Released,Cabin Boy
False,,117553,en,Calendar Girl,1993-09-03,Released,Calendar Girl
False,,6075,en,Carlito's Way,1993-11-10,Released,Carlito's Way
False,"{'id': 150156, 'name': 'City Slickers Collection', 'poster_path': '/1xHwbqIfBQvxNCkdJwQ5vxFwI5H.jpg', 'backdrop_path': '/qv2Bcy963o42k65v0km97G1ceZ4.jpg'}",11310,en,City Slickers II: The Legend of Curly's Gold,1994-06-10,Released,City Slickers II: The Legend of Curly's Gold
False,,18658,en,Clean Slate,1994-05-06,Released,Clean Slate
False,,9350,en,Cliffhanger,1993-05-28,Released,Cliffhanger
False,,9612,en,Coneheads,1993-07-23,Released,Coneheads
False,,2124,en,Color of Night,1994-08-19,Released,Color of Night
False,,26261,en,Cops & Robbersons,1994-04-15,Released,Cops & Robbersons
False,,19176,en,The Cowboy Way,1994-06-03,Released,The Cowboy Way
False,,49299,en,Dangerous Game,1993-11-19,Released,Dangerous Game
False,,11566,en,Dave,1993-05-07,Released,Dave
False,,9571,en,Dazed and Confused,1993-09-24,Released,Dazed and Confused
False,,9739,en,Demolition Man,1993-10-08,Released,Demolition Man
False,"{'id': 252313, 'name': 'The Endless Summer Collection', 'poster_path': '/zhG3P4ALlXxoFi0CGfcVsR3qmDL.jpg', 'backdrop_path': '/rbeqwDmy0yPMxBqA2ELvu08okcn.jpg'}",24257,en,The Endless Summer 2,1994-06-03,Released,The Endless Summer 2
False,,34444,en,Even Cowgirls Get the Blues,1994-05-13,Released,Even Cowgirls Get the Blues
False,,26141,en,Fatal Instinct,1993-10-29,Released,Fatal Instinct
False,,10997,zh,霸王别姬,1993-09-16,Released,Farewell My Concubine
False,,50463,en,The Favor,1994-04-29,Released,The Favor
False,,10443,en,Fearless,1993-10-15,Released,Fearless
False,,20239,en,Fear of a Black Hat,1994-10-28,Released,Fear of a Black Hat
False,,16297,en,With Honors,1994-04-29,Released,With Honors
False,,18551,en,Flesh and Bone,1993-11-05,Released,Flesh and Bone
False,,25440,en,Widows' Peak,1994-05-13,Released,Widows' Peak
False,,9024,en,For Love or Money,1993-10-01,Released,For Love or Money
False,,37233,en,The Firm,1993-06-30,Released,The Firm
False,"{'id': 9328, 'name': 'Free Willy Collection', 'poster_path': '/3M2Q9ZDTyFBfi3ohz2gizFmnoL0.jpg', 'backdrop_path': '/aef15QAJ8Kxbh8W5zXqJb1f9Vhw.jpg'}",1634,en,Free Willy,1993-07-16,Released,Free Willy
False,,13815,en,Fresh,1994-08-24,Released,Fresh
False,"{'id': 134011, 'name': 'The Fugitive / U.S. Marshals Collection', 'poster_path': '/idhUzfuEC24PTYhkWasivjoA3O0.jpg', 'backdrop_path': '/9xbrJQoHkTgkXY8oDsTmND0FiEX.jpg'}",5503,en,The Fugitive,1993-08-06,Released,The Fugitive
False,,35588,en,Geronimo: An American Legend,1993-12-10,Released,Geronimo: An American Legend
False,,2087,en,The Getaway,1994-02-11,Released,The Getaway
False,,41579,en,Getting Even with Dad,1994-06-17,Released,Getting Even with Dad
False,,18620,en,Go Fish,1994-06-10,Released,Go Fish
False,,41006,en,A Good Man in Africa,1994-07-14,Released,A Good Man in Africa
False,,4916,en,Guilty as Sin,1993-06-04,Released,Guilty as Sin
False,"{'id': 412680, 'name': 'Hard Target Collection', 'poster_path': '/g7Bc4ik16xOBz21BQOcsxrBL8BO.jpg', 'backdrop_path': '/wcBIwQY888HX1QWpnv43lAujoId.jpg'}",2019,en,Hard Target,1993-08-20,Released,Hard Target
False,,31642,en,Heaven & Earth,1993-12-24,Released,Heaven & Earth
False,"{'id': 52988, 'name': 'Hot Shots! Collection', 'poster_path': '/5uzldxeEVqvdaZhE4uCT9TTz9p1.jpg', 'backdrop_path': '/iGrRouADMV9MbidImsgRORaV3q.jpg'}",9255,en,Hot Shots! Part Deux,1993-05-21,Released,Hot Shots! Part Deux
False,,26271,en,Live Nude Girls,1995-12-08,Released,Live Nude Girls
False,,10612,en,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,Released,The Englishman Who Went Up a Hill But Came Down a Mountain
False,,2259,en,The House of the Spirits,1993-10-19,Released,The House of the Spirits
False,"{'id': 159600, 'name': 'House Party Collection', 'poster_path': '/hwaQA1SEoiWsacESz0IMaDQ3vVV.jpg', 'backdrop_path': None}",16097,en,House Party 3,1994-01-01,Released,House Party 3
False,,11934,en,The Hudsucker Proxy,1994-03-11,Released,The Hudsucker Proxy
False,,106143,en,I'll Do Anything,1994-02-04,Released,I'll Do Anything
False,,12475,en,In the Army Now,1994-08-12,Released,In the Army Now
False,,9386,en,In the Line of Fire,1993-07-08,Released,In the Line of Fire
False,,7984,en,In the Name of the Father,1993-12-12,Released,In the Name of the Father
False,,59930,en,The Inkwell,1994-04-22,Released,The Inkwell
False,,15765,en,What's Love Got to Do with It,1993-06-09,Released,What's Love Got to Do with It
False,,31643,en,Jimmy Hollywood,1994-03-30,Released,Jimmy Hollywood
False,,6,en,Judgment Night,1993-10-15,Released,Judgment Night
False,"{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/pJjIH9QN0OkHFV9eue6XfRVnPkr.jpg'}",329,en,Jurassic Park,1993-06-11,Released,Jurassic Park
False,,10909,en,Kalifornia,1993-09-01,Released,Kalifornia
False,,507,en,Killing Zoe,1993-10-01,Released,Killing Zoe
False,,34024,en,King of the Hill,1993-08-20,Released,King of the Hill
False,,29918,en,Lassie,1994-07-22,Released,Lassie
False,,9593,en,Last Action Hero,1993-06-18,Released,Last Action Hero
False,,42580,en,Life With Mikey,1993-06-04,Released,Life With Mikey
False,,22317,en,Lightning Jack,1994-03-11,Released,Lightning Jack
False,,1413,en,M. Butterfly,1993-09-09,Released,M. Butterfly
False,,12121,en,Made in America,1993-05-27,Released,Made in America
False,,2246,en,Malice,1993-09-29,Released,Malice
False,,10502,en,The Man without a Face,1993-08-25,Released,The Man without a Face
False,,10440,en,Manhattan Murder Mystery,1993-08-18,Released,Manhattan Murder Mystery
False,,9516,en,Menace II Society,1993-05-26,Released,Menace II Society
False,,2320,en,Executive Decision,1996-03-15,Released,Executive Decision
False,,5879,ja,愛のコリーダ,1976-05-15,Released,In the Realm of the Senses
False,,83718,en,What Happened Was...,1994-09-09,Released,What Happened Was...
False,,11971,en,Much Ado About Nothing,1993-05-07,Released,Much Ado About Nothing
False,,2625,en,Mr. Jones,1993-10-08,Released,Mr. Jones
False,,31911,en,Mr. Wonderful,1993-10-15,Released,Mr. Wonderful
False,,788,en,Mrs. Doubtfire,1993-11-24,Released,Mrs. Doubtfire
False,,21450,en,Naked,1993-09-14,Released,Naked
False,"{'id': 8580, 'name': 'The Karate Kid Collection', 'poster_path': '/o6h2F0C5eZOy50Q76fNYzc9mvvw.jpg', 'backdrop_path': '/1ok5JGCsDt4Sh3CkFeXh2F2KB7F.jpg'}",11231,en,The Next Karate Kid,1994-07-18,Released,The Next Karate Kid
